Words,Links,Code,ResponseTime,Type
68,True,False,3242,0
21,False,True,44,0
107,True,True,65,0
58,True,False,89,0
189,True,True,3372,0
324,False,False,398,0
40,False,False,306,0
55,True,True,13,0
85,True,True,18,0
113,True,False,89,0
107,False,False,98,0
145,True,False,163,0
55,True,False,5,0
54,False,True,30,0
38,True,False,195,0
37,False,True,237,0
87,False,True,440,0
37,False,False,205,0
80,False,True,2,0
112,False,True,215,0
10,True,False,6,0
289,True,False,8,0
214,True,False,14,0
58,True,True,16,0
48,False,True,18,0
141,True,False,26,0
67,False,True,29,0
208,False,False,30,0
45,False,True,0,0
27,True,False,33,0
39,True,False,70,0
59,True,False,7,0
151,True,False,47,0
17,True,False,51,0
19,False,True,198,0
114,True,False,97,0
135,False,False,3376,0
93,False,False,18,0
118,True,True,21,0
43,True,False,244,0
81,False,False,884,0
75,False,False,46,0
126,False,False,56,0
8,True,False,32,0
52,False,False,132,0
125,True,False,304,0
12,True,False,46,0
76,False,True,141,0
47,True,False,8,0
230,False,False,544,0
145,True,False,743,0
115,True,False,594,0
20,True,False,747,0
961,False,True,33,0
73,False,False,609,0
81,True,False,1226,0
116,False,False,8,0
78,True,False,9,0
167,True,False,19,0
12,True,False,162,0
3,True,False,2527,0
28,True,False,4948,0
48,False,True,8,0
44,True,False,666,0
261,False,False,11,0
140,False,True,13,0
46,False,False,14,0
17,False,True,3,0
90,False,False,29,0
14,False,True,33,0
32,True,False,4,0
39,True,True,14,0
101,True,True,19,0
23,True,True,25,0
267,False,False,8,0
103,True,False,88,0
34,False,False,723,0
29,False,False,393,0
38,False,False,5,0
68,True,False,16,0
117,False,True,10,0
81,True,False,2,0
26,False,False,40,0
137,False,False,22,0
47,True,False,747,0
53,True,False,105,0
179,False,False,3480,0
120,False,True,77,0
51,False,True,126,0
65,False,False,66,0
53,True,False,184,0
11,False,True,4,0
16,True,False,15,0
11,False,True,7,0
14,True,True,5161,0
23,False,True,12,0
137,False,False,526,0
31,False,False,27,0
24,False,False,4257,0
118,True,False,3,0
67,False,False,3516,0
343,False,True,2423,0
51,True,False,7,0
48,False,False,1363,0
160,False,False,11,0
133,False,False,37,0
22,False,False,28,0
60,False,True,1035,0
25,True,False,4328,0
57,False,False,5,0
93,False,False,9,0
28,False,True,10,0
86,False,True,2,0
33,True,False,895,0
95,False,True,30,0
33,True,False,13,0
14,True,False,3,0
90,False,False,17,0
14,True,False,6,0
99,True,False,6,0
80,True,False,7,0
106,False,False,39,0
27,True,True,1,0
39,False,True,3761,0
28,False,False,41,0
4,True,False,2,0
66,True,False,3,0
50,False,False,45,0
79,True,False,5,0
177,False,False,55,0
126,False,True,7,0
169,True,False,15,0
51,True,False,10,0
62,False,True,16,0
76,False,False,22,0
61,False,False,42,0
240,True,False,29,0
28,True,False,17,0
240,True,False,23,0
83,False,True,20,0
216,True,False,62,0
72,False,False,37,0
126,True,False,57,0
37,True,False,51,0
84,True,False,65,0
72,True,False,80,0
24,False,True,14,0
57,True,False,64,0
352,True,False,9,0
88,True,False,4,0
18,False,True,34,0
382,False,False,13,0
48,True,False,10,0
20,False,True,5349,0
25,False,True,6,0
109,False,False,5,0
29,False,False,5,0
5,True,False,2456,0
26,False,False,18,0
41,False,False,3990,0
226,True,True,10,0
7,False,True,5,0
19,True,True,3789,0
69,False,False,43,0
150,False,False,304,0
17,False,False,3196,0
22,False,False,61,0
17,False,False,452,0
183,False,False,2528,0
26,True,False,70,0
45,True,True,469,0
5,False,True,1,0
150,False,False,9,0
771,True,False,1069,0
78,False,False,2549,0
73,False,True,8,0
95,False,True,17,0
127,True,True,11,0
51,True,False,492,0
111,False,True,37,0
31,False,False,5,0
35,False,False,6,0
2,False,True,14,0
50,False,False,53,0
177,True,False,253,0
78,True,False,1520,0
27,False,False,270,0
160,True,True,1,0
20,True,False,3,0
103,True,False,8,0
93,False,False,5,0
216,True,False,19,0
13,True,False,10,0
59,False,False,1542,0
54,False,False,8,0
41,False,False,149,0
80,True,True,5,0
40,False,False,5,0
63,False,True,8,0
23,True,False,0,0
166,True,False,1,0
47,False,False,5,0
26,False,False,834,0
119,True,False,1958,0
24,False,True,45,0
61,True,True,60,0
23,True,False,4086,0
112,False,False,90,0
55,False,False,4101,0
358,True,True,0,0
32,False,False,3,0
33,False,False,4,0
80,False,False,7,0
62,False,True,2835,0
81,False,False,94,0
10,True,False,2,0
138,False,True,12,0
55,True,False,1308,0
102,True,False,4,0
0,True,False,15,0
94,True,True,15,0
48,False,False,16,0
59,False,False,10,0
80,False,False,1752,0
233,False,True,22,0
72,False,False,4,0
39,True,False,33,0
60,False,False,1330,0
64,True,False,36,0
27,True,False,29,0
36,False,False,19,0
13,False,True,4016,0
101,False,False,18,0
94,False,False,1690,0
26,True,False,1470,0
76,False,False,16,0
21,False,False,137,0
61,False,False,23,0
80,False,False,0,0
150,True,True,19,0
124,False,False,13,0
39,False,True,50,0
69,True,False,36,0
19,True,False,4,0
53,True,False,22,0
9,True,False,24,0
44,True,False,9,0
7,True,False,25,0
131,False,False,57,0
65,True,False,28,0
12,True,False,18,0
3,True,False,19,0
140,False,False,104,0
120,False,False,42,0
180,True,False,73,0
192,False,False,44,0
37,True,False,76,0
74,True,False,5,0
76,True,False,477,0
21,True,False,9,0
91,False,False,2116,0
167,True,False,21,0
53,False,False,3,0
182,True,False,4,0
186,True,False,27,0
107,True,False,677,0
229,True,False,36,0
650,False,False,0,0
69,True,False,4719,0
270,True,False,445,0
106,False,False,10,0
71,False,False,13,0
27,False,True,29,0
10,False,True,0,0
121,False,True,5807,0
49,False,True,1531,0
12,False,True,0,0
35,True,False,5,0
35,False,True,6,0
197,False,True,248,0
171,False,False,1053,0
69,False,True,254,0
35,True,False,223,0
28,False,False,5076,0
61,False,False,61,0
30,False,False,95,0
82,False,False,102,0
28,False,False,243,0
10,True,False,5,0
34,False,False,111,0
48,True,False,64,0
18,False,False,16,0
163,True,True,4541,0
93,False,False,76,0
146,True,False,83,0
65,False,False,243,0
88,False,False,3031,0
76,False,False,15,0
18,False,True,8,0
13,False,True,16,0
2,False,True,32,0
110,False,False,19,0
1,True,True,3,0
70,False,True,72,0
23,False,True,34,0
36,False,True,2,0
9,False,True,50,0
30,False,True,13,0
62,False,False,108,0
36,False,True,22,0
16,False,True,24,0
130,False,False,424,0
2,True,False,4,0
61,True,False,392,0
104,True,False,6,0
25,False,False,11,0
128,True,False,1134,0
167,False,False,4199,0
48,True,False,402,0
61,True,True,19,0
71,False,False,757,0
12,True,False,415,0
66,False,False,25,0
90,True,False,25,0
20,True,False,40,0
103,False,False,938,0
24,False,True,9,0
114,True,True,52,0
26,False,True,6226,0
172,True,False,176,0
76,False,False,641,0
56,False,False,3,0
12,False,True,0,0
12,True,False,15,0
37,True,True,31,0
88,True,False,12,0
28,False,False,8,0
37,False,False,7,0
46,False,False,12,0
81,False,False,4,0
59,False,True,6,0
8,False,False,5,0
63,False,True,11,0
69,True,False,69,0
35,False,False,12,0
13,False,False,51,0
26,True,True,75,0
144,False,False,15,0
37,True,False,20,0
94,False,True,21,0
74,True,False,414,0
71,False,False,4657,0
9,True,False,4665,0
52,True,False,625,0
305,True,True,0,0
48,True,True,135,0
44,False,False,14,0
44,True,False,143,0
170,True,False,0,0
338,False,True,155,0
18,False,True,0,0
17,True,True,2,0
86,False,False,862,0
121,False,False,4,0
94,False,False,242,0
134,True,False,64,0
88,False,False,19,0
36,True,False,20,0
46,False,True,1808,0
51,True,False,29,0
86,False,False,803,0
35,False,False,36,0
164,True,False,13,0
95,True,False,14,0
71,True,False,16,0
67,False,False,38,0
83,False,False,46,0
65,False,False,64,0
2,False,True,6362,0
40,False,False,97,0
67,False,True,104,0
43,False,False,1215,0
52,False,False,1223,0
14,True,False,1,0
90,True,False,1233,0
63,False,True,7,0
62,False,True,8,0
55,False,True,5451,0
80,False,False,4,0
118,True,False,4,0
39,True,False,4,0
56,True,False,11,0
8,False,True,34,0
60,True,False,11,0
54,False,False,13,0
20,False,True,37,0
41,False,False,15,0
106,True,False,32,0
65,False,False,43,0
54,False,False,36,0
97,True,False,39,0
35,True,False,195,0
47,True,False,201,0
111,True,True,32,0
44,False,False,2,0
42,False,True,1138,0
29,False,False,95,0
40,False,True,37,0
25,False,False,1,0
36,False,True,61,0
190,True,True,38,0
15,True,False,4,0
56,False,True,10,0
228,True,True,48,0
50,False,False,13,0
64,False,False,2,0
67,False,False,4,0
26,False,False,8,0
16,True,True,3,0
162,True,False,363,0
23,False,True,27,0
45,False,False,6,0
31,False,False,1,0
21,False,True,41,0
50,False,False,2,0
31,True,False,13,0
41,False,False,17,0
131,True,False,2216,0
80,True,False,5,0
219,False,False,254,0
32,True,False,11,0
47,False,False,19,0
15,False,False,4,0
104,False,False,5,0
18,True,False,8,0
88,False,True,36,0
43,False,True,30,0
36,False,False,0,0
41,False,True,60,0
58,False,False,105,0
40,False,False,26,0
31,False,True,48,0
47,False,True,71,0
44,False,False,5,0
40,False,False,5,0
11,False,True,2249,0
89,False,False,98,0
46,True,False,98,0
86,True,False,55,0
11,True,False,15,0
41,False,False,966,0
35,True,True,16,0
85,True,False,33,0
7,False,True,157,0
52,True,False,972,0
32,False,False,-43734,0
34,False,False,25,0
202,False,False,19,0
15,False,True,28,0
204,True,True,105,0
74,True,False,1,0
40,True,False,2,0
27,True,False,4,0
186,True,False,994,0
88,False,False,1067,0
70,False,False,62,0
2,False,True,27,0
74,False,False,3,0
48,False,False,4,0
5,True,False,13,0
58,False,True,5887,0
60,False,False,21,0
92,False,False,25,0
187,False,False,25,0
32,False,False,32,0
150,False,True,1355,0
84,False,True,62,0
23,False,False,1,0
87,False,False,3,0
22,False,True,6,0
95,True,False,6,0
113,True,False,2,0
21,False,False,2,0
37,False,True,155,0
18,True,False,5,0
224,False,False,652,0
24,True,False,3,0
18,True,False,3,0
37,True,False,6,0
102,True,False,7,0
57,False,True,9,0
106,False,False,6,0
19,True,False,2973,0
35,True,False,11,0
110,False,False,12,0
44,False,False,138,0
47,True,False,19,0
14,True,False,20,0
10,True,False,20,0
31,True,False,8,0
18,False,False,23,0
39,False,False,12,0
202,False,False,166,0
24,False,True,33,0
102,True,False,1049,0
33,False,False,1,0
1,True,True,2,0
52,False,True,3,0
53,False,False,5,0
16,False,True,5,0
322,True,False,-43618,0
32,True,False,10,0
30,False,False,9,0
61,False,False,16,0
82,False,False,17,0
25,False,True,15,0
7,True,False,2,0
121,True,True,38,0
8,True,False,2,0
220,True,True,464,0
42,False,False,6,0
26,False,False,12,0
59,True,False,4,0
87,True,False,2,0
129,True,False,5,0
19,True,False,14,0
18,True,False,7,0
195,True,False,10,0
35,False,False,10,0
52,True,False,18,0
17,True,False,11,0
117,True,False,160,0
17,True,False,20,0
77,True,True,5859,0
27,True,False,11,0
83,True,False,15,0
8,True,False,21,0
47,False,False,134,0
76,False,False,95,0
25,True,False,2523,0
103,False,False,35,0
77,False,False,1058,0
30,False,False,200,0
50,False,False,53,0
27,True,False,1617,0
44,False,False,58,0
99,False,True,123,0
36,True,False,66,0
75,False,False,165,0
85,False,False,63,0
29,False,False,3279,0
166,False,False,71,0
20,False,False,76,0
38,True,False,4,0
196,False,True,2786,0
33,False,True,2,0
0,False,True,2,0
14,True,True,12,0
54,True,False,23,0
42,False,False,2,0
88,False,False,4,0
153,True,True,5,0
49,False,False,6,0
60,False,False,6,0
106,False,True,20,0
67,True,False,7,0
56,False,False,8,0
50,True,False,10,0
17,True,False,10,0
48,False,True,24,0
87,True,False,11,0
6,False,True,25,0
74,True,False,12,0
88,False,True,29,0
169,True,False,38,0
29,True,False,0,0
7,False,True,0,0
28,False,False,2,0
31,False,False,127,0
47,False,False,4,0
28,True,False,139,0
46,False,False,52,0
76,True,False,726,0
46,True,False,1931,0
59,False,True,41,0
30,False,True,2,0
27,False,False,170,0
43,False,False,5,0
33,False,False,5,0
18,True,False,32,0
31,True,False,132,0
488,True,False,61,0
14,False,False,2,0
149,False,False,0,0
7,True,False,2,0
45,False,False,8,0
22,True,True,5,0
131,False,False,49,0
4,True,False,10,0
40,False,True,36,0
7,True,False,16,0
81,True,False,42,0
44,False,True,36,0
94,True,False,165,0
24,True,False,53,0
4,False,False,69,0
26,True,True,3729,0
98,False,False,4,0
77,False,False,1345,0
64,False,True,7,0
51,True,False,5506,0
56,False,False,7,0
129,False,False,8,0
6,True,False,2,0
2,True,False,51,0
51,False,True,34,0
86,True,False,12,0
57,True,False,1,0
7,True,False,2,0
52,True,False,3,0
36,False,False,6,0
47,False,False,6,0
161,False,True,43,0
14,True,True,6,0
36,False,True,3,0
27,False,False,16,0
40,False,False,2,0
45,False,False,18,0
124,True,True,3,0
61,True,False,11,0
46,False,True,7115,0
15,False,False,7,0
25,True,False,9,0
73,True,False,23,0
43,True,False,23,0
201,True,False,219,0
62,True,False,2,0
132,True,False,17,0
29,True,False,28,0
35,False,False,18,0
55,False,False,4,0
18,False,False,1,0
1,False,True,23,0
31,False,True,37,0
38,False,True,4,0
29,True,False,4,0
103,False,False,31,0
79,False,False,7,0
129,True,True,4261,0
1,False,True,15,0
55,True,False,1201,0
35,False,True,17,0
16,False,False,238,0
4,False,True,17,0
78,True,False,74,0
13,True,False,4,0
115,True,True,42,0
58,True,False,6,0
49,False,False,24,0
27,False,True,2,0
6,True,False,8,0
17,False,True,3,0
24,False,True,3,0
32,True,False,31,0
39,True,False,8,0
127,True,False,73,0
24,False,False,2,0
14,True,False,4,0
142,False,False,2942,0
50,True,False,79,0
5,False,True,43,0
127,True,False,68,0
24,False,False,5,0
49,True,False,33,0
97,False,True,81,0
142,True,False,72,0
4,False,False,37,0
48,False,True,10,0
26,False,False,20,0
94,False,False,58,0
19,True,False,49,0
45,False,True,40,0
108,True,False,22,0
123,True,False,25,0
7,False,False,3,0
268,False,False,6,0
72,False,True,7,0
38,True,False,112,0
97,False,True,11,0
90,False,False,17,0
14,False,True,1,0
76,True,False,4,0
64,False,False,4,0
17,True,True,85,0
104,False,False,9,0
59,True,False,30,0
106,False,False,57,0
258,True,True,603,0
60,False,True,2566,0
131,True,False,8,0
9,False,False,157,0
159,False,False,141,0
104,True,False,14,0
196,False,True,55,0
102,True,False,148,0
86,False,True,6215,0
58,False,False,1016,0
17,False,True,108,0
115,False,False,290,0
186,False,False,122,0
6,False,False,148,0
173,True,False,3964,0
50,True,False,4,0
90,False,True,7,0
47,True,False,4,0
112,False,False,140,0
205,False,False,20,0
216,True,False,26,0
95,False,False,28,0
57,False,False,163,0
88,False,False,123,0
134,True,True,2775,0
45,True,False,200,0
141,False,False,52,0
140,False,False,306,0
73,False,False,10,0
95,True,False,22,0
301,True,False,32,0
25,False,False,41,0
54,False,False,10,0
39,True,True,6558,0
140,False,False,5375,0
46,True,False,194,0
24,True,True,49,0
70,False,False,411,0
91,False,False,9,0
119,False,False,1640,0
74,False,True,16,0
145,False,True,5,0
44,False,False,20,0
52,False,False,4,0
16,False,True,28,0
166,False,True,15,0
110,False,False,36,0
36,False,False,616,0
430,False,True,25,0
220,False,True,30,0
66,False,False,5030,0
226,False,False,42,0
354,False,True,42,0
45,False,False,43,0
69,False,True,49,0
20,True,False,43,0
108,False,False,10,0
292,True,False,8,0
75,False,False,215,0
26,False,False,62,0
14,False,False,1,0
107,True,False,16,0
92,False,False,2,0
33,False,True,3,0
166,False,False,50,0
30,False,False,15,0
46,False,True,21,0
37,False,False,71,0
39,True,False,1853,0
46,False,False,375,0
92,False,True,476,0
102,False,False,2276,0
212,True,False,57,0
87,False,False,22,0
60,False,False,105,0
50,False,False,82,0
75,False,False,7,0
370,True,False,159,0
108,True,False,11,0
158,True,False,15,0
172,False,False,17,0
58,True,False,104,0
109,True,False,28,0
152,False,False,2496,0
93,False,True,127,0
40,True,False,45,0
72,True,False,702,0
62,False,True,528,0
531,True,False,59,0
46,True,False,29,0
102,True,False,66,0
25,True,False,146,0
43,False,False,79,0
45,False,True,26,0
134,True,False,16,0
44,False,False,3495,0
77,True,False,626,0
12,True,True,635,0
9,False,True,77,0
74,True,False,134,0
35,False,True,5,0
110,True,True,226,0
30,False,True,27,0
35,True,False,6,0
30,True,False,10,0
43,True,False,15,0
99,False,False,9,0
60,True,True,717,0
131,False,True,15,0
27,True,False,271,0
22,False,True,4,0
34,False,True,11,0
29,True,False,30,0
51,True,False,10,0
8,False,False,16,0
221,True,False,5,0
8,False,True,26,0
12,False,True,1,0
33,True,False,241,0
96,False,True,1114,0
38,False,False,686,0
4,True,False,392,0
8,True,False,689,0
52,False,False,397,0
11,False,False,694,0
4,False,True,1,0
68,False,False,4,0
26,False,False,703,0
21,False,True,54,0
44,False,False,2129,0
16,False,False,2132,0
33,False,True,2,0
18,False,True,25,0
76,True,True,13,0
77,False,True,7,0
56,False,False,446,0
45,False,False,4060,0
28,True,False,2163,0
106,False,False,77,0
204,False,False,748,0
35,True,False,3,0
109,False,True,7842,0
12,False,True,70,0
156,False,False,2184,0
172,False,False,343,0
183,False,False,118,0
134,False,False,9,0
65,False,False,3985,0
74,True,False,41,0
80,False,False,19,0
214,True,True,5121,0
84,True,False,49,0
14,True,False,54,0
123,False,False,523,0
121,False,True,16,0
24,False,False,20,0
301,False,True,25,0
35,True,False,76,0
34,True,False,74,0
86,False,False,75,0
12,False,True,656,0
33,True,False,847,0
38,True,False,119,0
25,False,False,141,0
59,False,False,1721,0
28,False,True,73,0
23,False,False,2,0
41,True,True,79,0
0,False,True,1,0
17,False,True,2,0
0,False,True,15,0
98,True,True,3191,0
43,False,False,47,0
82,False,False,744,0
134,False,True,629,0
5,False,True,60,0
0,False,True,3,0
232,False,True,195,0
52,True,False,1030,0
61,False,True,8,0
69,False,False,8,0
94,False,False,9,0
34,False,True,2395,0
57,False,True,4,0
143,False,False,945,0
24,False,False,1,0
29,False,False,8,0
62,False,False,4,0
16,False,False,2,0
19,True,False,3,0
27,False,True,8,0
31,False,False,4,0
22,False,False,11,0
70,True,False,1516,0
17,True,False,7,0
17,False,False,15,0
89,True,False,9,0
13,True,True,2,0
38,False,True,2,0
37,True,False,16,0
56,True,False,1526,0
36,True,True,6,0
39,False,True,8,0
17,False,True,10,0
33,False,True,31,0
94,True,False,4,0
150,False,False,1906,0
46,True,False,2,0
91,False,False,7,0
71,False,False,8,0
91,False,False,8,0
89,False,False,9,0
107,False,False,5325,0
47,False,False,12,0
15,False,True,21,0
188,False,False,14,0
51,False,False,15,0
66,False,False,2,0
11,True,True,2,0
39,False,False,25,0
40,False,False,4,0
51,False,False,21,0
18,True,False,43,0
38,True,False,362,0
74,False,False,7113,0
244,True,False,25,0
39,False,False,5,0
199,True,True,2,0
72,True,True,22,0
95,False,False,16,0
33,False,False,6,0
34,False,False,18,0
30,True,True,8,0
39,True,False,19,0
351,False,False,75,0
115,False,False,24,0
73,False,False,381,0
30,False,False,16,0
25,False,False,6172,0
95,False,False,17,0
28,True,False,3064,0
95,False,True,39,0
66,False,False,6554,0
24,True,False,51,0
52,True,False,52,0
27,False,True,928,0
1,True,True,8,0
69,True,False,66,0
47,True,False,48,0
56,True,False,2475,0
81,False,False,7,0
111,False,False,38,0
55,False,False,11,0
13,True,False,2481,0
35,False,False,115,0
182,True,False,13,0
64,True,False,950,0
23,False,False,44,0
70,False,False,2524,0
0,False,True,2,0
4,False,True,2,0
34,True,False,2487,0
23,False,True,4,0
86,False,False,3868,0
93,False,False,20,0
76,True,False,419,0
4,False,True,50,0
13,False,True,1,0
41,False,True,2,0
18,False,False,1,0
10,False,False,3827,0
221,False,False,74,0
17,False,False,66,0
46,False,True,13,0
26,True,False,2355,0
26,False,False,18,0
540,True,False,2,0
53,False,False,14,0
24,False,False,984,0
65,False,True,2,0
31,True,True,2,0
17,False,False,6,0
88,True,False,0,0
19,True,False,4,0
77,True,False,6786,0
0,True,False,696,0
154,False,False,17,0
43,False,False,2,0
37,False,False,3,0
77,True,False,4,0
44,False,False,6,0
176,False,False,23,0
27,True,False,52,0
25,True,False,32,0
170,False,False,24,0
24,False,False,8,0
91,False,False,5,0
21,False,False,2607,0
20,False,True,8,0
187,True,False,30,0
165,False,False,30,0
11,True,False,7,0
14,False,False,93,0
35,False,True,4,0
111,True,False,751,0
43,True,False,467,0
159,False,False,1,0
87,True,True,23,0
41,False,False,2,0
34,False,False,2,0
61,False,False,3,0
0,True,False,6,0
124,False,False,12,0
31,False,False,14,0
86,True,False,2,0
43,True,False,3,0
50,False,False,21,0
91,True,True,62,0
87,False,True,40,0
156,False,True,47,0
69,True,False,2630,0
46,False,False,29,0
105,True,False,0,0
26,True,False,16,0
53,True,False,2,0
18,False,False,112,0
76,False,False,3,0
31,False,False,3,0
115,False,False,58,0
53,False,False,61,0
107,False,False,8,0
88,False,False,16,0
62,True,False,6,0
25,True,False,3,0
72,True,False,3070,0
37,False,False,3,0
32,False,False,0,0
55,False,False,5,0
18,False,False,3,0
23,False,False,58,0
50,True,False,44,0
